Id,AccountId,FirstName,LastName,Email,Phone,MobilePhone,Title,Department,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,LeadSource,OwnerId,CreatedDate,LastModifiedDate,IsDeleted
00300011595,00100010595,Jacqueline,Page,jacqueline.page@morales.com,001-897-997-8087x8417,+1-939-436-9394x995,VP Marketing,Executive,764 Dalton Prairie Apt. 854,South Kyleport,WV,18007,USA,Purchased List,0050014,2022-03-08 17:21:13,2022-10-30 17:21:13,False
00300011596,00100010595,Anthony,Williams,anthony.williams@morales.com,521-504-8114x68138,738-463-4923,Director Finance,Operations,764 Dalton Prairie Apt. 854,South Kyleport,WV,18007,USA,Trade Show,0050014,2022-06-09 17:21:13,2023-03-30 17:21:13,False
00300011597,00100010596,Julie,Lawson,julie.lawson@bryan.org,210.341.7628x5103,(240)840-3976x21188,CEO,IT,219 Jennifer Mews Apt. 213,North Kevin,CA,06461,USA,Event,0050005,2023-07-15 17:21:13,2023-08-30 17:21:13,False
00300011598,00100010596,Christie,Hill,christie.hill@bryan.org,491.614.8219x91206,718-950-1664x1509,Senior Buyer,Procurement,219 Jennifer Mews Apt. 213,North Kevin,CA,06461,USA,Partner Referral,0050005,2023-07-28 17:21:13,2024-03-13 17:21:13,False
00300011599,00100010596,Judy,Browning,judy.browning@bryan.org,(381)613-4315x3293,001-839-528-2235,Director Finance,Marketing,219 Jennifer Mews Apt. 213,North Kevin,CA,06461,USA,Partner Referral,0050005,2023-06-11 17:21:13,2023-08-11 17:21:13,False
00300011600,00100010596,Joshua,Dawson,joshua.dawson@bryan.org,(362)847-1939,227-273-0872x40364,Director IT,Sales,219 Jennifer Mews Apt. 213,North Kevin,CA,06461,USA,Partner Referral,0050005,2023-07-28 17:21:13,2024-06-27 17:21:13,False
00300011601,00100010596,Nicole,Martin,nicole.martin@bryan.org,(940)964-6765x172,001-653-629-1236x556,VP Sales,Executive,219 Jennifer Mews Apt. 213,North Kevin,CA,06461,USA,Trade Show,0050005,2023-03-27 17:21:13,2023-05-19 17:21:13,False
00300011602,00100010597,Daniel,Willis,daniel.willis@morris.com,6012590382,809.622.8343,VP Marketing,Procurement,283 Jill Brooks,East Nancychester,MT,03245,USA,Trade Show,0050018,2025-10-16 17:21:13,2026-05-16 17:21:13,False
00300011603,00100010597,Tamara,Wood,tamara.wood@morris.com,(230)890-6695x80494,(244)465-1571x79230,VP Sales,HR,283 Jill Brooks,East Nancychester,MT,03245,USA,Purchased List,0050018,2025-07-14 17:21:13,2026-04-26 17:21:13,False
00300011604,00100010597,Alicia,Harris,alicia.harris@morris.com,492-284-4550x742,279.744.0001,CFO,Finance,283 Jill Brooks,East Nancychester,MT,03245,USA,Trade Show,0050018,2025-11-22 17:21:13,2025-11-23 17:21:13,False
00300011605,00100010598,Ryan,Braun,ryan.braun@anthony.net,001-877-690-3649,922-916-9689x2869,VP Operations,Finance,058 Sara Ville,Lake Kimberly,WI,80646,USA,Partner Referral,0050002,2022-12-21 17:21:13,2023-10-27 17:21:13,False
00300011606,00100010598,Susan,Carpenter,susan.carpenter@anthony.net,485-896-3572x2315,7573948157,CEO,Marketing,058 Sara Ville,Lake Kimberly,WI,80646,USA,Web,0050002,2023-05-05 17:21:13,2024-03-27 17:21:13,False
00300011607,00100010599,Wanda,Johnson,wanda.johnson@hurst-murray.org,001-654-247-5124x5737,001-802-303-2870x789,Director IT,Marketing,76185 Nicole Plains,Thompsonmouth,CT,32984,USA,Phone Inquiry,0050001,2022-07-14 17:21:13,2023-04-01 17:21:13,False
00300011608,00100010599,Timothy,Ramsey,timothy.ramsey@hurst-murray.org,001-432-425-0915x57322,826.501.7542,Director Finance,IT,76185 Nicole Plains,Thompsonmouth,CT,32984,USA,Trade Show,0050001,2022-09-18 17:21:13,2023-01-02 17:21:13,False
00300011609,00100010599,Gary,Mcintyre,gary.mcintyre@hurst-murray.org,+1-891-324-2348x390,001-284-456-7278x573,VP Operations,Sales,76185 Nicole Plains,Thompsonmouth,CT,32984,USA,Trade Show,0050001,2022-10-12 17:21:13,2023-09-21 17:21:13,False
00300011610,00100010600,Jasmine,Baldwin,jasmine.baldwin@murray.com,+1-294-484-7714x67339,637-201-8327,CTO,Procurement,7761 Roberto Roads,Margaretburgh,AL,83706,USA,Partner Referral,0050005,2022-08-17 17:21:13,2023-02-08 17:21:13,False
00300011611,00100010600,Renee,Lang,renee.lang@murray.com,369-747-4341,+1-476-351-5021x8645,VP Marketing,Finance,7761 Roberto Roads,Margaretburgh,AL,83706,USA,Event,0050005,2022-07-25 17:21:13,2022-08-22 17:21:13,False
00300011612,00100010600,Barbara,Wilson,barbara.wilson@murray.com,276-738-6189,703-503-2535x5599,VP Operations,Operations,7761 Roberto Roads,Margaretburgh,AL,83706,USA,Purchased List,0050005,2022-06-19 17:21:13,2023-02-07 17:21:13,False
00300011613,00100010601,Carla,White,carla.white@walker-nelson.biz,001-956-500-6420x92259,+1-267-507-1060x113,Director IT,Procurement,457 Jessica Brook,Lake Peter,MN,91718,USA,Purchased List,0050008,2021-10-13 17:21:13,2022-07-27 17:21:13,False
00300011614,00100010601,Derek,Clark,derek.clark@walker-nelson.biz,+1-223-454-3374x53656,(874)412-1638x2459,CFO,IT,457 Jessica Brook,Lake Peter,MN,91718,USA,Partner Referral,0050008,2021-12-26 17:21:13,2022-10-30 17:21:13,False
00300011615,00100010601,Gary,Moyer,gary.moyer@walker-nelson.biz,+1-872-248-4396x099,293.391.0515x071,CEO,Finance,457 Jessica Brook,Lake Peter,MN,91718,USA,Phone Inquiry,0050008,2021-11-19 17:21:13,2022-10-22 17:21:13,False
00300011616,00100010601,Robert,Wilcox,robert.wilcox@walker-nelson.biz,(435)598-5153x209,+1-253-242-4950x1528,Manager Procurement,Sales,457 Jessica Brook,Lake Peter,MN,91718,USA,Event,0050008,2021-10-22 17:21:13,2022-06-11 17:21:13,False
00300011617,00100010601,Jessica,Butler,jessica.butler@walker-nelson.biz,661.457.7993x24696,896.538.9996x80126,VP Operations,Operations,457 Jessica Brook,Lake Peter,MN,91718,USA,Event,0050008,2021-08-19 17:21:13,2021-10-08 17:21:13,False
00300011618,00100010602,Marie,Johnson,marie.johnson@frazier.org,376-542-4944x2828,(955)412-6691,CFO,Sales,907 Burton Divide,Hendersonport,CA,57893,USA,Partner Referral,0050008,2025-02-18 17:21:13,2025-06-12 17:21:13,False
00300011619,00100010602,Meagan,Moore,meagan.moore@frazier.org,421.836.9086x602,616.250.1240,CEO,HR,907 Burton Divide,Hendersonport,CA,57893,USA,Purchased List,0050008,2024-09-03 17:21:13,2025-02-25 17:21:13,False
00300011620,00100010602,Kara,Clark,kara.clark@frazier.org,976-909-7137,+1-838-864-0470x420,Manager Procurement,IT,907 Burton Divide,Hendersonport,CA,57893,USA,Event,0050008,2024-12-02 17:21:13,2025-10-23 17:21:13,False
00300011621,00100010603,Jennifer,Snyder,jennifer.snyder@bowman.com,363.759.4301x22694,254.431.8705,Senior Buyer,Procurement,841 Murray Heights,Stonemouth,IL,52755,USA,Web,0050005,2022-12-09 17:21:13,2023-09-16 17:21:13,False
00300011622,00100010603,Rebecca,Brown,rebecca.brown@bowman.com,(525)593-2240x84074,216-423-2528x744,CEO,Executive,841 Murray Heights,Stonemouth,IL,52755,USA,Purchased List,0050005,2023-02-06 17:21:13,2023-08-17 17:21:13,False
00300011623,00100010603,Ashley,Vaughan,ashley.vaughan@bowman.com,322.376.0392,(858)806-4385x51299,CEO,Finance,841 Murray Heights,Stonemouth,IL,52755,USA,Purchased List,0050005,2023-03-24 17:21:13,2023-05-18 17:21:13,False
00300011624,00100010603,Jacqueline,Bond,jacqueline.bond@bowman.com,705.283.0976x90463,573.718.8593x7753,Director IT,Finance,841 Murray Heights,Stonemouth,IL,52755,USA,Trade Show,0050005,2022-10-07 17:21:13,2022-12-31 17:21:13,False
00300011625,00100010603,Brooke,Benson,brooke.benson@bowman.com,+1-609-653-3243x3506,338.490.2547,Director IT,Executive,841 Murray Heights,Stonemouth,IL,52755,USA,Event,0050005,2023-01-30 17:21:13,2023-04-12 17:21:13,False
00300011626,00100010604,Thomas,Stephens,thomas.stephens@estrada-fernandez.com,(864)748-5678x6892,001-851-527-0118x360,VP Operations,Procurement,2706 Roberts Rapids,North Maryburgh,KY,70577,USA,Purchased List,0050013,2024-06-26 17:21:13,2024-08-20 17:21:13,False
00300011627,00100010604,Lauren,Berg,lauren.berg@estrada-fernandez.com,001-670-455-4565x1541,386.514.5094,Director IT,Executive,2706 Roberts Rapids,North Maryburgh,KY,70577,USA,Partner Referral,0050013,2024-05-18 17:21:13,2025-03-27 17:21:13,False
00300011628,00100010604,Dana,Peters,dana.peters@estrada-fernandez.com,(358)214-0101,(304)242-8164x580,CTO,Finance,2706 Roberts Rapids,North Maryburgh,KY,70577,USA,Web,0050013,2024-05-03 17:21:13,2024-08-08 17:21:13,False
00300011629,00100010605,Cynthia,Sanders,cynthia.sanders@carter-grant.org,655.619.7263,(656)758-2476x825,CTO,Operations,563 Edward Mission,Roseton,AL,28400,USA,Partner Referral,0050015,2020-12-16 17:21:13,2021-07-06 17:21:13,False
00300011630,00100010605,Bridget,Anderson,bridget.anderson@carter-grant.org,8506116002,+1-896-577-7619x20297,Manager Procurement,Operations,563 Edward Mission,Roseton,AL,28400,USA,Phone Inquiry,0050015,2021-01-10 17:21:13,2021-09-02 17:21:13,False
00300011631,00100010605,Scott,Peterson,scott.peterson@carter-grant.org,(379)843-1936x671,(853)452-2938,Director IT,Executive,563 Edward Mission,Roseton,AL,28400,USA,Phone Inquiry,0050015,2021-01-03 17:21:13,2021-06-26 17:21:13,False
00300011632,00100010606,Michelle,Andrews,michelle.andrews@hill-cooper.biz,987-493-7593,651.931.5862x0713,VP Marketing,HR,7908 Sloan Brook Apt. 872,Humphreyton,AK,15311,USA,Purchased List,0050005,2023-03-04 17:21:13,2023-10-03 17:21:13,False
00300011633,00100010606,Elizabeth,Mccann,elizabeth.mccann@hill-cooper.biz,+1-554-607-9453,712-236-4628,CFO,Executive,7908 Sloan Brook Apt. 872,Humphreyton,AK,15311,USA,Event,0050005,2023-02-16 17:21:13,2024-01-07 17:21:13,False
00300011634,00100010606,Nicholas,Ross,nicholas.ross@hill-cooper.biz,001-920-764-7405x503,9169055704,Director Finance,IT,7908 Sloan Brook Apt. 872,Humphreyton,AK,15311,USA,Trade Show,0050005,2023-07-27 17:21:13,2024-05-24 17:21:13,False
00300011635,00100010607,Elizabeth,Herman,elizabeth.herman@lester-torres.com,(837)728-7357,(942)396-5399x90954,CFO,Operations,0622 Mario Key,Brennanberg,MD,56268,USA,Event,0050015,2025-09-26 17:21:13,2026-05-15 17:21:13,False
00300011636,00100010607,Tyler,Gonzales,tyler.gonzales@lester-torres.com,316-786-7448x996,760-508-0443,Manager Procurement,Sales,0622 Mario Key,Brennanberg,MD,56268,USA,Phone Inquiry,0050015,2025-12-21 17:21:13,2026-11-24 17:21:13,False
00300011637,00100010608,Michelle,Cortez,michelle.cortez@booker.com,001-210-206-7076x03453,+1-373-541-5274x2128,Manager Procurement,Procurement,2138 Larry Overpass Apt. 245,Jefferyburgh,UT,78611,USA,Purchased List,0050017,2022-10-24 17:21:13,2023-07-10 17:21:13,False
00300011638,00100010608,James,Brown,james.brown@booker.com,338-401-8087x5374,001-660-402-6745x8618,Manager Procurement,Sales,2138 Larry Overpass Apt. 245,Jefferyburgh,UT,78611,USA,Purchased List,0050017,2022-06-30 17:21:13,2023-03-13 17:21:13,False
00300011639,00100010609,Katherine,Reyes,katherine.reyes@gibson-adams.com,788-778-2028x2536,(520)253-8480,Director Finance,Sales,585 Henry Skyway Suite 252,Craigville,NY,43452,USA,Event,0050003,2021-11-02 17:21:13,2022-08-01 17:21:13,False
00300011640,00100010610,Grant,Gomez,grant.gomez@robinson.com,(271)661-9546x723,618-850-7113x8351,Director Finance,Procurement,7841 Wilson Prairie,Jacquelineshire,NH,26641,USA,Phone Inquiry,0050017,2024-02-08 17:21:13,2024-11-18 17:21:13,False
00300011641,00100010610,John,Roberts,john.roberts@robinson.com,265.884.8854x762,001-434-386-7370,VP Operations,HR,7841 Wilson Prairie,Jacquelineshire,NH,26641,USA,Trade Show,0050017,2024-05-16 17:21:13,2025-03-12 17:21:13,False
00300011642,00100010610,Jasmine,Woods,jasmine.woods@robinson.com,474-432-6417,(251)345-8850x182,VP Sales,Operations,7841 Wilson Prairie,Jacquelineshire,NH,26641,USA,Purchased List,0050017,2024-05-29 17:21:13,2025-02-14 17:21:13,False
00300011643,00100010611,Alejandro,Rodriguez,alejandro.rodriguez@holt-ortiz.com,(263)990-0199,001-239-948-8340x3906,Director Finance,Executive,0878 Lisa Point,West Laurafort,ND,62788,USA,Purchased List,0050015,2025-11-10 17:21:13,2026-10-31 17:21:13,False
00300011644,00100010611,Diana,Houston,diana.houston@holt-ortiz.com,787-229-7034,+1-958-682-0244x69439,VP Sales,Marketing,0878 Lisa Point,West Laurafort,ND,62788,USA,Phone Inquiry,0050015,2026-02-21 17:21:13,2026-05-21 17:21:13,False
00300011645,00100010611,Henry,Nguyen,henry.nguyen@holt-ortiz.com,598.530.4214x5382,(413)401-9386,Director IT,Procurement,0878 Lisa Point,West Laurafort,ND,62788,USA,Trade Show,0050015,2025-10-28 17:21:13,2025-12-21 17:21:13,False
00300011646,00100010611,Ray,Sanford,ray.sanford@holt-ortiz.com,356.611.9436,356.629.7882x3553,VP Operations,HR,0878 Lisa Point,West Laurafort,ND,62788,USA,Purchased List,0050015,2026-01-03 17:21:13,2026-12-06 17:21:13,False
00300011647,00100010612,Kelly,Parker,kelly.parker@leon.com,(890)248-8356x3471,777-610-8696,VP Marketing,HR,89156 Lopez Harbors,Crawfordfort,NV,97796,USA,Purchased List,0050004,2023-12-12 17:21:13,2024-10-18 17:21:13,False
00300011648,00100010612,Bernard,Cox,bernard.cox@leon.com,2029356414,914.321.0543x513,VP Operations,HR,89156 Lopez Harbors,Crawfordfort,NV,97796,USA,Partner Referral,0050004,2023-10-02 17:21:13,2024-06-17 17:21:13,False
00300011649,00100010612,William,Mckinney,william.mckinney@leon.com,001-279-992-2910,485.385.9919x289,CEO,Executive,89156 Lopez Harbors,Crawfordfort,NV,97796,USA,Web,0050004,2023-10-18 17:21:13,2024-05-20 17:21:13,False
00300011650,00100010613,Kimberly,Murray,kimberly.murray@hill-pace.net,001-860-438-3478,(546)716-1501x86050,Director IT,Finance,08985 Perez Brook,Port Sarah,VT,45115,USA,Purchased List,0050011,2024-12-23 17:21:13,2025-12-13 17:21:13,False
00300011651,00100010613,Tina,Stephenson,tina.stephenson@hill-pace.net,001-290-578-6114x0767,470-408-2637x4646,CTO,HR,08985 Perez Brook,Port Sarah,VT,45115,USA,Event,0050011,2024-09-22 17:21:13,2025-02-10 17:21:13,False
00300011652,00100010613,Elizabeth,Reed,elizabeth.reed@hill-pace.net,+1-774-576-2198x9383,3164849707,Director Finance,Procurement,08985 Perez Brook,Port Sarah,VT,45115,USA,Web,0050011,2024-10-30 17:21:13,2025-04-24 17:21:13,False
00300011653,00100010614,Michael,Murphy,michael.murphy@rice-lopez.org,971-744-0342,+1-967-331-1017x6602,CEO,Finance,572 Colon Overpass Suite 958,New Judy,MP,78139,USA,Event,0050016,2023-06-07 17:21:13,2024-01-25 17:21:13,False
00300011654,00100010614,Erin,Shea,erin.shea@rice-lopez.org,354-209-8569,593.648.1003,Manager Procurement,Finance,572 Colon Overpass Suite 958,New Judy,MP,78139,USA,Partner Referral,0050016,2023-04-27 17:21:13,2023-07-07 17:21:13,False
00300011655,00100010614,Danielle,Clark,danielle.clark@rice-lopez.org,001-731-374-2216,757-591-3678,Manager Procurement,Executive,572 Colon Overpass Suite 958,New Judy,MP,78139,USA,Trade Show,0050016,2023-07-07 17:21:13,2024-05-11 17:21:13,False
00300011656,00100010615,Maria,Oneill,maria.oneill@sanchez.net,+1-328-906-3968x248,001-629-571-3115x82508,CTO,Marketing,844 Cochran Turnpike Suite 367,New Wanda,NC,14238,USA,Phone Inquiry,0050001,2022-09-03 17:21:13,2023-05-24 17:21:13,False
00300011657,00100010615,Joshua,White,joshua.white@sanchez.net,001-612-918-2882x9145,7546332125,Director IT,Finance,844 Cochran Turnpike Suite 367,New Wanda,NC,14238,USA,Partner Referral,0050001,2022-05-23 17:21:13,2023-05-18 17:21:13,False
00300011658,00100010616,James,Buck,james.buck@martinez.com,243-692-2078x105,001-308-216-7233x6935,Director Finance,Finance,99217 Ray Land,Dylanchester,NE,77204,USA,Partner Referral,0050016,2023-05-28 17:21:13,2023-11-05 17:21:13,False
00300011659,00100010616,Steven,Palmer,steven.palmer@martinez.com,653-343-5679,(540)994-6174x556,Director IT,Finance,99217 Ray Land,Dylanchester,NE,77204,USA,Purchased List,0050016,2023-05-29 17:21:13,2024-04-17 17:21:13,False
00300011660,00100010616,Angela,Johnson,angela.johnson@martinez.com,371.451.3006x34096,+1-999-926-2361x8157,CEO,Procurement,99217 Ray Land,Dylanchester,NE,77204,USA,Event,0050016,2023-03-04 17:21:13,2023-06-15 17:21:13,False
00300011661,00100010617,Richard,Mitchell,richard.mitchell@brown-taylor.com,(237)688-5079,555.423.0335x012,VP Sales,IT,38297 Taylor Way,Michaelbury,VA,56415,USA,Partner Referral,0050004,2023-02-08 17:21:13,2023-12-25 17:21:13,False
00300011662,00100010617,Ashley,Petersen,ashley.petersen@brown-taylor.com,412-449-3415,221-751-1088,VP Sales,HR,38297 Taylor Way,Michaelbury,VA,56415,USA,Web,0050004,2023-03-01 17:21:13,2024-02-16 17:21:13,False
00300011663,00100010617,Sara,Hughes,sara.hughes@brown-taylor.com,(793)456-1400x814,+1-286-906-8921x7447,Manager Procurement,Marketing,38297 Taylor Way,Michaelbury,VA,56415,USA,Phone Inquiry,0050004,2023-03-15 17:21:13,2024-02-23 17:21:13,False
00300011664,00100010618,John,Barnett,john.barnett@freeman.com,322-849-9498x97639,9072694165,CEO,Sales,66271 Hannah Pass Suite 933,Johnton,VT,01433,USA,Phone Inquiry,0050011,2024-05-16 17:21:13,2025-05-15 17:21:13,False
00300011665,00100010619,Kaitlyn,Jones,kaitlyn.jones@snow.com,(895)906-3541,853.504.4567x59818,VP Marketing,IT,902 Thomas Falls Suite 028,Barajasfurt,MT,01115,USA,Purchased List,0050019,2021-08-03 17:21:13,2021-11-03 17:21:13,False
00300011666,00100010619,Maureen,Bowman,maureen.bowman@snow.com,001-833-450-8511x27481,(598)452-0566x05999,VP Marketing,Marketing,902 Thomas Falls Suite 028,Barajasfurt,MT,01115,USA,Trade Show,0050019,2021-06-26 17:21:13,2022-03-31 17:21:13,False
00300011667,00100010619,Natalie,Schneider,natalie.schneider@snow.com,001-774-865-6382,+1-502-387-6197x681,CTO,Procurement,902 Thomas Falls Suite 028,Barajasfurt,MT,01115,USA,Partner Referral,0050019,2021-08-14 17:21:13,2022-07-07 17:21:13,False
00300011668,00100010619,Andrew,Holland,andrew.holland@snow.com,+1-874-702-8993,+1-700-631-9085x7882,CFO,IT,902 Thomas Falls Suite 028,Barajasfurt,MT,01115,USA,Partner Referral,0050019,2021-05-11 17:21:13,2022-05-10 17:21:13,False
00300011669,00100010620,Michelle,Lopez,michelle.lopez@johnston.com,565.920.7748x60256,711.969.0972x73285,VP Sales,IT,03880 Tracy Forest Apt. 427,Clarkberg,PR,67231,USA,Phone Inquiry,0050018,2023-03-31 17:21:13,2023-09-28 17:21:13,False
00300011670,00100010620,Kari,Lawrence,kari.lawrence@johnston.com,448.940.8522x8619,(860)965-7682,VP Marketing,Sales,03880 Tracy Forest Apt. 427,Clarkberg,PR,67231,USA,Web,0050018,2023-07-23 17:21:13,2024-03-25 17:21:13,False
00300011671,00100010621,Dylan,Thompson,dylan.thompson@may.net,419-778-6804x2887,001-686-372-4195,Director IT,Procurement,228 Mays Pass,Hubbardmouth,WV,46455,USA,Trade Show,0050005,2023-08-30 17:21:13,2024-06-18 17:21:13,False
00300011672,00100010621,Colleen,Kennedy,colleen.kennedy@may.net,862.769.6728x9257,751-546-5998x31430,VP Marketing,Sales,228 Mays Pass,Hubbardmouth,WV,46455,USA,Web,0050005,2023-09-20 17:21:13,2024-09-18 17:21:13,False
00300011673,00100010621,Eric,Weaver,eric.weaver@may.net,615.530.5865,988.606.7191,VP Operations,Procurement,228 Mays Pass,Hubbardmouth,WV,46455,USA,Phone Inquiry,0050005,2023-07-18 17:21:13,2024-06-28 17:21:13,False
00300011674,00100010622,Glenn,Duffy,glenn.duffy@lee-petersen.biz,969.775.6671x75240,661.339.3474x95004,Director IT,Marketing,034 Brittany Trace Apt. 873,Ramosstad,NY,29657,USA,Event,0050006,2025-05-17 17:21:13,2025-10-11 17:21:13,False
00300011675,00100010622,Amber,Howard,amber.howard@lee-petersen.biz,6065030798,001-563-648-6156x58879,VP Marketing,Sales,034 Brittany Trace Apt. 873,Ramosstad,NY,29657,USA,Web,0050006,2025-04-19 17:21:13,2025-04-26 17:21:13,False
00300011676,00100010622,Lorraine,Mccullough,lorraine.mccullough@lee-petersen.biz,986-293-8413x707,830.214.1182,CFO,Procurement,034 Brittany Trace Apt. 873,Ramosstad,NY,29657,USA,Phone Inquiry,0050006,2025-05-14 17:21:13,2025-07-08 17:21:13,False
00300011677,00100010622,Ryan,Williams,ryan.williams@lee-petersen.biz,(982)617-9764x6705,(305)400-8000,CTO,Marketing,034 Brittany Trace Apt. 873,Ramosstad,NY,29657,USA,Trade Show,0050006,2025-01-07 17:21:13,2025-07-22 17:21:13,False
00300011678,00100010623,Robert,Smith,robert.smith@howell.org,(220)211-9906x8870,623-226-6345x6450,VP Operations,Marketing,54204 Diana Extension Apt. 190,Shannonberg,AL,35697,USA,Trade Show,0050010,2024-11-05 17:21:13,2024-12-03 17:21:13,False
00300011679,00100010623,Jade,Vargas,jade.vargas@howell.org,225-992-2021x3952,(343)759-3256x18370,CFO,Executive,54204 Diana Extension Apt. 190,Shannonberg,AL,35697,USA,Web,0050010,2025-03-19 17:21:13,2025-04-17 17:21:13,False
00300011680,00100010624,Shawn,Burnett,shawn.burnett@brewer.com,641-966-2145x9848,+1-316-693-6175x6826,CEO,Sales,48709 Hernandez Loaf,Michelleshire,MT,27329,USA,Purchased List,0050005,2023-02-08 17:21:13,2023-06-25 17:21:13,False
00300011681,00100010624,Elizabeth,Pugh,elizabeth.pugh@brewer.com,901-745-7004x01733,001-511-728-6131,VP Sales,Marketing,48709 Hernandez Loaf,Michelleshire,MT,27329,USA,Trade Show,0050005,2023-01-29 17:21:13,2023-06-25 17:21:13,False
00300011682,00100010624,Mark,Johnson,mark.johnson@brewer.com,(401)761-9959x42535,770.694.2065,Director Finance,IT,48709 Hernandez Loaf,Michelleshire,MT,27329,USA,Partner Referral,0050005,2023-06-11 17:21:13,2023-10-18 17:21:13,False
00300011683,00100010625,Susan,Smith,susan.smith@mullen-silva.com,3997589282,596-530-8397x7251,CTO,Marketing,616 Brent Bridge Apt. 867,North Sarah,FL,05107,USA,Phone Inquiry,0050010,2021-01-26 17:21:13,2021-02-27 17:21:13,False
00300011684,00100010625,Ann,Chen,ann.chen@mullen-silva.com,534-791-0263x98649,449-497-0755x4538,Director Finance,Executive,616 Brent Bridge Apt. 867,North Sarah,FL,05107,USA,Web,0050010,2021-06-14 17:21:13,2021-11-13 17:21:13,False
00300011685,00100010625,John,Luna,john.luna@mullen-silva.com,6915708957,226.978.2827x59876,Director IT,Sales,616 Brent Bridge Apt. 867,North Sarah,FL,05107,USA,Phone Inquiry,0050010,2021-02-10 17:21:13,2021-11-15 17:21:13,False
00300011686,00100010626,Barbara,Farmer,barbara.farmer@thomas-wilson.com,5515314692,+1-486-734-5872x3636,VP Sales,IT,17325 Anthony Mountain,New Steven,ID,99150,USA,Event,0050009,2024-04-15 17:21:13,2024-10-16 17:21:13,False
00300011687,00100010626,Kara,Shaw,kara.shaw@thomas-wilson.com,+1-898-211-4575x8738,(907)345-1152x471,Manager Procurement,Procurement,17325 Anthony Mountain,New Steven,ID,99150,USA,Web,0050009,2024-07-31 17:21:13,2024-09-22 17:21:13,False
00300011688,00100010627,Lisa,Smith,lisa.smith@white-pruitt.com,7033003527,528.863.2494x878,VP Marketing,IT,617 Ashley Plaza Apt. 707,Kirkchester,AR,19467,USA,Trade Show,0050002,2024-05-03 17:21:13,2025-04-14 17:21:13,False
00300011689,00100010627,Robin,Andersen,robin.andersen@white-pruitt.com,001-602-898-4558x281,+1-917-427-0189x1388,Manager Procurement,HR,617 Ashley Plaza Apt. 707,Kirkchester,AR,19467,USA,Phone Inquiry,0050002,2024-04-19 17:21:13,2024-08-12 17:21:13,False
00300011690,00100010628,Daniel,Craig,daniel.craig@gould-wilcox.com,+1-983-660-6966x88448,+1-231-973-3220x624,CEO,HR,447 Ware Lane,East Emilychester,SD,82487,USA,Trade Show,0050009,2024-10-07 17:21:13,2025-07-22 17:21:13,False
00300011691,00100010628,Tiffany,Liu,tiffany.liu@gould-wilcox.com,635-485-6932x8743,2505240905,Senior Buyer,Finance,447 Ware Lane,East Emilychester,SD,82487,USA,Purchased List,0050009,2024-08-02 17:21:13,2024-12-02 17:21:13,False
00300011692,00100010628,Jennifer,Lynn,jennifer.lynn@gould-wilcox.com,750-437-3509x2692,(217)251-5418x82287,Manager Procurement,Finance,447 Ware Lane,East Emilychester,SD,82487,USA,Event,0050009,2024-09-02 17:21:13,2025-08-25 17:21:13,False
00300011693,00100010629,Douglas,Roy,douglas.roy@kidd-velez.net,(613)799-9232x39874,822-276-0786,Director IT,IT,91589 George Meadows,Holderport,VA,80015,USA,Web,0050011,2024-06-05 17:21:13,2025-05-26 17:21:13,False
00300011694,00100010629,Sierra,Mcfarland,sierra.mcfarland@kidd-velez.net,(444)520-7077x1359,312.889.9851,VP Sales,Marketing,91589 George Meadows,Holderport,VA,80015,USA,Web,0050011,2024-09-10 17:21:13,2024-10-05 17:21:13,False
00300011695,00100010629,Jessica,Mata,jessica.mata@kidd-velez.net,4547231126,001-774-989-4667x46550,CEO,IT,91589 George Meadows,Holderport,VA,80015,USA,Event,0050011,2024-06-29 17:21:13,2025-01-14 17:21:13,False
00300011696,00100010630,Lawrence,Brown,lawrence.brown@blackburn-williams.com,334-325-4825x085,(449)747-5046x534,VP Marketing,Executive,8191 Travis River,North Samuel,AZ,07100,USA,Phone Inquiry,0050010,2021-05-29 17:21:13,2022-05-15 17:21:13,False
00300011697,00100010631,Kevin,Hernandez,kevin.hernandez@black.org,(988)603-2602,001-380-957-9687x33520,Senior Buyer,IT,4622 Gary Expressway Apt. 720,Raventown,FM,27781,USA,Trade Show,0050010,2022-10-13 17:21:13,2023-07-23 17:21:13,False
00300011698,00100010631,Ralph,Davis,ralph.davis@black.org,8977630286,358.918.9857,Senior Buyer,Marketing,4622 Gary Expressway Apt. 720,Raventown,FM,27781,USA,Web,0050010,2022-08-07 17:21:13,2022-08-14 17:21:13,False
00300011699,00100010632,Eric,Baker,eric.baker@williams.org,(588)623-8551x5109,(467)930-8804x8081,Senior Buyer,IT,09169 Lori Dam Suite 379,Singhton,MS,01668,USA,Purchased List,0050015,2023-03-31 17:21:13,2023-07-13 17:21:13,False
00300011700,00100010632,Kelsey,Anderson,kelsey.anderson@williams.org,346.200.1115x6631,001-484-685-5793x9381,CEO,Finance,09169 Lori Dam Suite 379,Singhton,MS,01668,USA,Trade Show,0050015,2023-07-03 17:21:13,2024-02-15 17:21:13,False
00300011701,00100010632,Andrew,Hogan,andrew.hogan@williams.org,266.396.4846x1591,552-997-1730x4311,CEO,Operations,09169 Lori Dam Suite 379,Singhton,MS,01668,USA,Purchased List,0050015,2023-03-24 17:21:13,2024-02-12 17:21:13,False
