Id,FirstName,LastName,Company,Title,Email,Phone,Street,City,State,PostalCode,Country,Industry,LeadSource,Status,Rating,NumberOfEmployees,AnnualRevenue,OwnerId,IsConverted,ConvertedDate,ConvertedAccountId,ConvertedContactId,ConvertedOpportunityId,CreatedDate,LastModifiedDate,IsDeleted
00Q00011067,Gerald,Wilson,Yang Group,Director,gerald.wilson@turner.com,964-204-5799x380,78514 Jonathan Street Suite 171,Davidstad,SD,40080,USA,Healthcare,Social Media,Closed - Not Converted,Warm,440,100667.99,0050008,False,,,,,2024-12-15 17:21:13,2025-06-07 17:21:13,False
00Q00011068,Helen,Schmidt,"Bryant, Mendoza and Kennedy",Analyst,helen.schmidt@crane.com,373-780-6973x845,995 Laura Center,Leefort,MH,34870,USA,Energy,Phone Inquiry,Closed - Converted,Warm,114,2461735.13,0050016,True,2025-03-25,00100010906,00300011915,00600011968,2025-02-17 17:21:13,2025-03-05 17:21:13,False
00Q00011069,Rebecca,Martinez,Brown-Hall,Analyst,rebecca.martinez@parker.com,439-304-9022x33816,7374 Daniel Park Apt. 034,Hurleyville,RI,24274,USA,Financial Services,Trade Show,Open - Not Contacted,Cold,159,9344226.36,0050014,False,,,,,2025-01-27 17:21:13,2025-02-01 17:21:13,False
00Q00011070,Joanna,West,Daniels and Sons,Director,joanna.west@dodson.com,001-871-732-3274,05131 Rivera Mountain Suite 510,East Priscilla,WV,78101,USA,Energy,Webinar,Working - Contacted,Cold,678,1119537.01,0050010,False,,,,,2025-03-22 17:21:13,2025-08-17 17:21:13,False
00Q00011071,Lisa,Huynh,Powers-Davis,Senior Manager,lisa.huynh@fields.com,(380)323-6077x205,425 Craig Orchard,Blackwelltown,AK,24091,USA,Manufacturing,Web,Closed - Not Converted,Cold,277,99924.08,0050001,False,,,,,2025-05-16 17:21:13,2025-10-05 17:21:13,False
00Q00011072,Scott,Rivera,Stark Ltd,Manager,scott.rivera@smith.org,651-279-0356x84693,77998 Hall Road,Mollyborough,AL,08938,USA,Energy,Purchased List,Closed - Not Converted,Warm,291,776202.95,0050014,False,,,,,2025-09-22 17:21:13,2025-11-30 17:21:13,False
00Q00011073,Justin,Curry,Davis and Sons,Director,justin.curry@chapman.biz,557.302.8617,886 Dickson Plaza Suite 090,Hollandville,VA,09976,USA,Telecommunications,Social Media,Working - Contacted,Cold,6,740136.55,0050008,False,,,,,2024-11-27 17:21:13,2025-03-14 17:21:13,False
00Q00011074,Mark,Nunez,Butler-Brown,Director,mark.nunez@simmons.com,238.606.9538x1750,6384 Bowen Wells,Port Melindachester,GU,80787,USA,Energy,Trade Show,Closed - Not Converted,Warm,37,493654.41,0050009,False,,,,,2025-02-24 17:21:13,2025-03-26 17:21:13,False
00Q00011075,Anna,Avery,Horne and Sons,Analyst,anna.avery@kent.biz,001-951-562-0782x9386,84159 Shaw Loaf Apt. 940,New Robertberg,NV,42270,USA,Energy,Webinar,Closed - Converted,Warm,257,20722188.44,0050005,True,2025-05-10,00100010944,00300011833,00600010269,2025-02-13 17:21:13,2025-07-29 17:21:13,False
00Q00011076,Jerry,Molina,Rowland-Kennedy,Director,jerry.molina@ferguson.com,748-872-4315,5249 Sarah Avenue Apt. 396,East Dustin,MN,07139,USA,Healthcare,Purchased List,Closed - Converted,Warm,30,185039.07,0050011,True,2025-07-03,00100010031,00300012404,00600011486,2025-04-30 17:21:13,2025-10-26 17:21:13,False
00Q00011077,Sara,Luna,Thomas-Price,Director,sara.luna@blackburn.com,(907)816-9207x45128,3365 Barrett Stream,Patrickfurt,IA,85000,USA,Telecommunications,Employee Referral,Working - Contacted,Cold,198,1395269.19,0050008,False,,,,,2025-03-15 17:21:13,2025-03-21 17:21:13,False
00Q00011078,Elizabeth,Hernandez,"Bradley, Martinez and Murphy",Analyst,elizabeth.hernandez@cummings-mcguire.com,+1-635-599-7248x219,815 Jesse Crest Apt. 009,Reginaldside,NC,55164,USA,Retail,Purchased List,Working - Contacted,Cold,580,577416.64,0050014,False,,,,,2025-08-03 17:21:13,2025-10-16 17:21:13,False
00Q00011079,Robert,Jimenez,"Macdonald, Hall and Jackson",Senior Manager,robert.jimenez@wang.com,6012651082,9828 Smith Ways,Fowlerstad,FM,08650,USA,Energy,Partner Referral,Open - Not Contacted,Cold,12,2529580.91,0050006,False,,,,,2025-07-18 17:21:13,2025-11-16 17:21:13,False
00Q00011080,Rodney,Gates,Armstrong LLC,Manager,rodney.gates@luna.biz,7919619655,9277 Deanna Loop Apt. 671,Jacksonport,VI,50798,USA,Retail,Partner Referral,Closed - Not Converted,Cold,432,498854.27,0050009,False,,,,,2025-05-01 17:21:13,2025-08-22 17:21:13,False
00Q00011081,Leslie,Bauer,"Simmons, Johnson and Harvey",Analyst,leslie.bauer@smith-kramer.com,8164563854,96640 Hayes Crest,West Maria,MN,15416,USA,Manufacturing,Purchased List,Closed - Converted,Warm,58,75102.45,0050005,True,2025-09-07,00100010582,00300012389,00600010752,2025-06-28 17:21:13,2025-08-24 17:21:13,False
00Q00011082,Margaret,Robinson,Thomas PLC,Manager,margaret.robinson@archer-patton.com,(626)929-7682x7442,15522 Michael Creek,Haydenville,TN,76028,USA,Manufacturing,Partner Referral,Working - Contacted,Cold,16,18991463.14,0050007,False,,,,,2024-12-28 17:21:13,2025-06-22 17:21:13,False
00Q00011083,Michael,Parker,Carlson and Sons,Manager,michael.parker@gutierrez.com,484-685-7489x3128,300 Macias Valley Apt. 248,South Katherine,WY,74898,USA,Energy,Webinar,Closed - Not Converted,Warm,99,65423.48,0050015,False,,,,,2025-05-04 17:21:13,2025-10-06 17:21:13,False
00Q00011084,Kelly,Rowland,"Jones, Alexander and Manning",Analyst,kelly.rowland@white.biz,417-530-6505,31730 John Pines,South Megan,PR,40191,USA,Healthcare,Employee Referral,Closed - Converted,Cold,578,1716575.75,0050016,True,2025-01-27,00100010487,00300011744,00600011145,2024-11-22 17:21:13,2024-12-26 17:21:13,False
00Q00011085,Laura,Bowman,"Rhodes, Gonzales and Park",Senior Manager,laura.bowman@jackson.com,001-704-438-2423,491 Sabrina Tunnel,North Jessicashire,MN,64595,USA,Healthcare,Phone Inquiry,Closed - Not Converted,Warm,2205,10573651.95,0050017,False,,,,,2025-05-27 17:21:13,2025-09-04 17:21:13,False
00Q00011086,Meghan,Clark,Caldwell-Evans,Manager,meghan.clark@smith-lamb.com,702.688.7228x6298,5633 Perez Crossing,East Williamside,VT,45504,USA,Retail,Trade Show,Working - Contacted,Hot,541,4694934.28,0050008,False,,,,,2025-03-25 17:21:13,2025-09-14 17:21:13,False
00Q00011087,Erica,Webb,Gamble-White,Manager,erica.webb@davis.com,001-785-613-0581,61836 Tara Branch Apt. 966,West Dawn,MA,31674,USA,Technology,Trade Show,Open - Not Contacted,Warm,140,779506.21,0050010,False,,,,,2024-11-24 17:21:13,2025-02-25 17:21:13,False
00Q00011088,Jeanette,Wilson,Gaines-White,Analyst,jeanette.wilson@howell.com,288-822-8974x55435,7692 Leach Parks,Nicoleside,NE,22256,USA,Technology,Social Media,Closed - Converted,Cold,12,1549556.38,0050018,True,2025-03-24,00100010625,00300011559,00600010804,2025-02-25 17:21:13,2025-08-04 17:21:13,False
00Q00011089,Emily,Fleming,"Raymond, Fleming and Sanchez",VP,emily.fleming@watkins-morton.org,453-488-2238,10125 Gonzalez Squares Apt. 957,South Laurietown,AL,24274,USA,Financial Services,Web,Open - Not Contacted,Hot,4736,594242.11,0050014,False,,,,,2025-07-10 17:21:13,2025-09-21 17:21:13,False
00Q00011090,Traci,Smith,Vasquez Group,Director,traci.smith@johnson.org,6233170027,958 Rowe Road Suite 604,Wayneton,ND,47036,USA,Financial Services,Phone Inquiry,Working - Contacted,Cold,3864,39749.39,0050009,False,,,,,2024-11-05 17:21:13,2024-11-28 17:21:13,False
00Q00011091,Christopher,Mccoy,Shaw Ltd,VP,christopher.mccoy@burns.net,001-965-421-5971x89613,0401 Rodney Tunnel Apt. 650,Port Yvonne,MA,57386,USA,Retail,Social Media,Open - Not Contacted,Cold,17,222293.86,0050007,False,,,,,2024-11-17 17:21:13,2025-03-21 17:21:13,False
00Q00011092,Marilyn,Wade,Jennings Ltd,Manager,marilyn.wade@walker-moran.info,8108480458,299 Moore Mount Suite 578,Port Michael,GU,08991,USA,Telecommunications,Phone Inquiry,Working - Contacted,Cold,97,2097295.45,0050013,False,,,,,2025-08-19 17:21:13,2025-10-03 17:21:13,False
00Q00011093,Kelly,Phillips,"Cooke, Medina and Olson",VP,kelly.phillips@wilson.com,001-418-302-1534x72519,38650 James Highway,Wrightchester,IN,55845,USA,Healthcare,Purchased List,Working - Contacted,Cold,2882,242611.77,0050004,False,,,,,2025-07-14 17:21:13,2025-08-24 17:21:13,False
00Q00011094,Jessica,Hudson,"Ray, Bennett and Duke",VP,jessica.hudson@hall.com,859.311.9350x98420,129 Dawn Alley Apt. 497,North Lisatown,AZ,28826,USA,Manufacturing,Purchased List,Working - Contacted,Cold,25,515504.08,0050019,False,,,,,2024-12-18 17:21:13,2025-04-23 17:21:13,False
00Q00011095,Lisa,Bishop,Ward-Coleman,Senior Manager,lisa.bishop@hensley-gray.com,240-361-5577x538,1852 Brittany Walks Apt. 039,South Lorimouth,MP,42995,USA,Telecommunications,Partner Referral,Working - Contacted,Warm,531,65032.36,0050016,False,,,,,2025-09-03 17:21:13,2025-12-19 17:21:13,False
00Q00011096,Rebecca,White,Rojas-Jackson,Analyst,rebecca.white@valencia-spence.com,(353)614-0074x86205,05327 Morgan Rapid Suite 327,West Charles,ND,91981,USA,Healthcare,Web,Closed - Converted,Cold,18,342660.76,0050001,True,2025-03-31,00100010617,00300012358,00600011806,2025-02-14 17:21:13,2025-04-16 17:21:13,False
00Q00011097,Andrew,Miles,Wells and Sons,Manager,andrew.miles@nichols.com,+1-400-236-3618,305 Julia Prairie Suite 762,Maldonadoberg,MO,04900,USA,Telecommunications,Trade Show,Closed - Converted,Warm,2,773229.37,0050002,True,2025-09-25,00100010705,00300010657,00600010656,2025-07-09 17:21:13,2025-07-22 17:21:13,False
00Q00011098,James,Lin,"Payne, Tyler and Cantrell",Director,james.lin@boyd.com,001-832-317-3518x61734,63948 Amanda Views,Lake Anthonyfort,IA,71953,USA,Manufacturing,Trade Show,Closed - Not Converted,Warm,219,906423.23,0050014,False,,,,,2025-10-15 17:21:13,2026-01-15 17:21:13,False
00Q00011099,Joan,Williams,"Boyd, Barrett and Wade",Analyst,joan.williams@garrett.com,487.258.7955x91107,71753 Ray Walks,Alexandrachester,CT,54589,USA,Healthcare,Webinar,Open - Not Contacted,Cold,76,49541409.84,0050019,False,,,,,2025-06-13 17:21:13,2025-09-13 17:21:13,False
00Q00011100,Miranda,Salazar,Waters Inc,VP,miranda.salazar@reeves-oneill.com,(724)499-2177x91298,9745 Riley Flat,Torresmouth,NJ,54577,USA,Healthcare,Partner Referral,Working - Contacted,Cold,116,3291011.42,0050009,False,,,,,2024-11-12 17:21:13,2024-12-23 17:21:13,False
00Q00011101,Vincent,Mendoza,Nelson and Sons,Analyst,vincent.mendoza@mendoza.com,001-689-691-8766x71115,28155 Jill Via Apt. 694,Andreamouth,FL,78542,USA,Healthcare,Partner Referral,Closed - Converted,Warm,112,3408324.52,0050007,True,2025-10-06,00100010075,00300010786,00600010794,2025-07-27 17:21:13,2025-08-05 17:21:13,False
00Q00011102,Blake,Smith,"Smith, Turner and Walker",VP,blake.smith@hernandez-lopez.com,(978)502-8907x2345,330 Horn Inlet Suite 502,Johnsonland,LA,19451,USA,Technology,Webinar,Open - Not Contacted,Warm,4,923751.55,0050019,False,,,,,2025-09-22 17:21:13,2025-12-18 17:21:13,False
00Q00011103,Troy,Johnson,Glenn Inc,Manager,troy.johnson@jones-evans.com,(544)481-7167,7832 Debra Forge,Dayborough,OH,16301,USA,Healthcare,Partner Referral,Closed - Converted,Hot,1297,35865.8,0050016,True,2025-04-08,00100010348,00300012878,00600011617,2025-03-18 17:21:13,2025-08-24 17:21:13,False
00Q00011104,Adam,Nixon,Poole-Marshall,VP,adam.nixon@dominguez.biz,707-936-6559x429,18746 Robert Mount,North Kellytown,PW,88094,USA,Technology,Social Media,Working - Contacted,Cold,446,229046.92,0050010,False,,,,,2025-06-30 17:21:13,2025-07-31 17:21:13,False
00Q00011105,Tracey,Jefferson,Chambers Group,Analyst,tracey.jefferson@smith.com,6739193979,762 Griffin Grove,Hansonmouth,VI,82707,USA,Technology,Employee Referral,Closed - Converted,Cold,6,904763.28,0050005,True,2025-02-14,00100010520,00300011017,00600011369,2025-01-10 17:21:13,2025-05-15 17:21:13,False
00Q00011106,Christine,Miller,"Brown, Hall and Blackwell",Senior Manager,christine.miller@taylor-anderson.com,+1-661-271-3989x577,719 Monica Route,East Carol,CA,84652,USA,Manufacturing,Phone Inquiry,Working - Contacted,Warm,10,48033.81,0050014,False,,,,,2025-06-14 17:21:13,2025-09-10 17:21:13,False
00Q00011107,Alex,Padilla,Kline-Nichols,Manager,alex.padilla@york.net,8859914923,1112 Jessica Ports,Katrinatown,AZ,47529,USA,Telecommunications,Partner Referral,Working - Contacted,Warm,21,469444.14,0050010,False,,,,,2025-04-26 17:21:13,2025-05-08 17:21:13,False
00Q00011108,Andrea,Nelson,Brown-Hayden,Senior Manager,andrea.nelson@martin-hickman.biz,001-865-440-8097x976,79339 Nicole Rue Suite 953,Colefurt,NM,03844,USA,Energy,Partner Referral,Closed - Not Converted,Hot,2,1958495.91,0050009,False,,,,,2025-01-12 17:21:13,2025-03-22 17:21:13,False
00Q00011109,Joel,Johnson,Rodriguez-Johnson,Director,joel.johnson@green.com,458.262.6482x0002,45777 Kim Estates,Port Curtis,WA,50697,USA,Technology,Trade Show,Working - Contacted,Cold,5590,774796.38,0050003,False,,,,,2025-08-08 17:21:13,2026-02-01 17:21:13,False
00Q00011110,Shannon,Leonard,"Blankenship, Garcia and Vasquez",VP,shannon.leonard@taylor.com,001-332-543-4500x0956,078 Belinda Springs,Beckerfort,DC,05993,USA,Healthcare,Trade Show,Working - Contacted,Cold,58,3003291.72,0050002,False,,,,,2025-02-03 17:21:13,2025-07-08 17:21:13,False
00Q00011111,Gina,Patterson,"Mills, Carson and Mcdonald",VP,gina.patterson@foley.com,4728840452,41891 Chloe Fall,West Kevin,KY,53331,USA,Retail,Trade Show,Open - Not Contacted,Cold,59,501492.85,0050011,False,,,,,2024-11-16 17:21:13,2024-12-13 17:21:13,False
00Q00011112,Janet,Russell,Butler-Marks,Director,janet.russell@mullins.com,(564)256-8942x599,082 Kenneth Field Apt. 191,Kinghaven,NC,88981,USA,Financial Services,Employee Referral,Working - Contacted,Hot,724,3238343.81,0050009,False,,,,,2024-10-28 17:21:13,2024-11-10 17:21:13,False
00Q00011113,Eric,Lewis,Burns-White,VP,eric.lewis@bryant-davis.info,(686)473-2077x42396,784 Robert Alley,West Lisachester,NE,78342,USA,Telecommunications,Web,Working - Contacted,Warm,7,464019.8,0050009,False,,,,,2025-03-14 17:21:13,2025-07-10 17:21:13,False
00Q00011114,Jennifer,Clark,"Knight, Yu and Hammond",VP,jennifer.clark@carpenter.com,001-648-258-5218x6464,28223 John Square Suite 432,New Jonathanview,HI,39687,USA,Energy,Employee Referral,Open - Not Contacted,Warm,2,24033.05,0050018,False,,,,,2025-08-29 17:21:13,2025-09-26 17:21:13,False
00Q00011115,Dale,Rivera,Mendez-Adams,Manager,dale.rivera@williams.com,680.612.3076,07239 Kathryn Court Suite 949,South Victoria,NM,30839,USA,Healthcare,Employee Referral,Working - Contacted,Hot,30,1886784.57,0050014,False,,,,,2024-12-16 17:21:13,2025-05-22 17:21:13,False
00Q00011116,Erin,Snyder,"Wright, Smith and White",Manager,erin.snyder@rich.org,761-325-3286,386 Christopher Road,North Victoriaside,PR,86467,USA,Energy,Employee Referral,Closed - Converted,Cold,908,1065066.92,0050008,True,2025-11-19,00100010297,00300011351,00600010301,2025-09-02 17:21:13,2025-09-13 17:21:13,False
00Q00011117,Timothy,Mays,Kidd-Anderson,Manager,timothy.mays@phillips.com,+1-387-484-5613x5580,3270 Mays Harbors,Vaughnshire,KS,32684,USA,Energy,Web,Open - Not Contacted,Cold,77,1071295.65,0050016,False,,,,,2025-02-07 17:21:13,2025-03-06 17:21:13,False
00Q00011118,Melissa,Allen,Riley Inc,Senior Manager,melissa.allen@lee.com,245-201-4065,7473 Lopez Mission,East Mackenzie,NE,81436,USA,Retail,Social Media,Closed - Not Converted,Cold,24,1000901.86,0050007,False,,,,,2025-07-31 17:21:13,2026-01-09 17:21:13,False
00Q00011119,Wendy,Montgomery,Clark-Johnson,Senior Manager,wendy.montgomery@herrera-parrish.com,6504548105,9741 Tammy Path Apt. 069,Port Samuelland,AZ,25305,USA,Healthcare,Employee Referral,Closed - Not Converted,Warm,4,1697693.07,0050018,False,,,,,2025-08-25 17:21:13,2025-10-17 17:21:13,False
00Q00011120,Cynthia,Mcmillan,"Glover, Mckinney and Wright",VP,cynthia.mcmillan@lang-taylor.com,(371)645-6468,48777 Pena Hill Apt. 723,South Jacob,WY,64698,USA,Retail,Webinar,Open - Not Contacted,Warm,1,5188310.81,0050004,False,,,,,2025-04-22 17:21:13,2025-06-02 17:21:13,False
00Q00011121,Timothy,Williamson,"Morgan, Collins and Hampton",Senior Manager,timothy.williamson@harrell.biz,713.570.9100x4955,12629 Fox Burgs,Jacksonton,AK,32059,USA,Manufacturing,Social Media,Closed - Converted,Cold,5,243321.95,0050001,True,2025-07-30,00100010231,00300010470,00600011183,2025-05-28 17:21:13,2025-10-05 17:21:13,False
00Q00011122,Michelle,Jensen,Horne Inc,Analyst,michelle.jensen@ford.info,(942)588-4727x631,45788 Martin Cape Suite 879,East Michaelview,MA,07512,USA,Retail,Phone Inquiry,Open - Not Contacted,Hot,75,9601880.17,0050002,False,,,,,2025-02-11 17:21:13,2025-03-09 17:21:13,False
00Q00011123,Tammy,Price,Fuller-Garner,Director,tammy.price@decker.org,609-238-5321,6497 Stone Knolls Apt. 602,Patrickport,UT,72211,USA,Healthcare,Web,Working - Contacted,Cold,17,50228.35,0050014,False,,,,,2025-08-07 17:21:13,2026-01-20 17:21:13,False
00Q00011124,Norman,Howard,Montgomery-Khan,Director,norman.howard@watson.biz,001-507-214-1020x38745,34611 Aguilar Key Apt. 985,Lake Joseph,TX,63741,USA,Financial Services,Trade Show,Open - Not Contacted,Warm,4,6102411.75,0050004,False,,,,,2025-04-21 17:21:13,2025-07-16 17:21:13,False
00Q00011125,Brett,Lawrence,Santos-Smith,Senior Manager,brett.lawrence@alexander-johnson.net,940.368.4502,529 Jones Glens,West Mollyburgh,AR,46296,USA,Energy,Partner Referral,Closed - Not Converted,Warm,473,597245.45,0050002,False,,,,,2025-08-15 17:21:13,2025-09-16 17:21:13,False
00Q00011126,Stephen,Woods,"Guerrero, Hughes and Benton",Manager,stephen.woods@king.com,+1-503-841-2695x05825,67798 Hayden Shore,Adamsshire,UT,92563,USA,Energy,Partner Referral,Open - Not Contacted,Cold,103,2309996.68,0050004,False,,,,,2025-07-13 17:21:13,2025-11-03 17:21:13,False
00Q00011127,Nicholas,Castillo,Sullivan and Sons,Director,nicholas.castillo@fritz.com,+1-644-792-4863,43058 Phillips Mountains,Katiebury,PA,51038,USA,Retail,Web,Open - Not Contacted,Cold,89,41391888.62,0050008,False,,,,,2025-03-26 17:21:13,2025-03-28 17:21:13,False
00Q00011128,Joshua,Nelson,"Norris, Parker and Myers",VP,joshua.nelson@sanford-villegas.org,(802)922-7019x84328,103 Lewis Junctions Suite 027,East Patricia,OH,97482,USA,Healthcare,Trade Show,Working - Contacted,Warm,84,1518066.67,0050014,False,,,,,2025-06-21 17:21:13,2025-10-21 17:21:13,False
00Q00011129,Elizabeth,Contreras,Wilson-Vega,VP,elizabeth.contreras@wilson-hoffman.com,(406)652-5982x879,27468 Charles Fall,Aaronhaven,PW,10949,USA,Technology,Web,Working - Contacted,Cold,272,7555850.99,0050009,False,,,,,2025-05-03 17:21:13,2025-07-16 17:21:13,False
00Q00011130,Matthew,Robles,"Weeks, Hogan and Jackson",Manager,matthew.robles@yates-russo.com,001-505-860-2155x7874,0413 Olivia Keys,Masonville,VA,31836,USA,Technology,Trade Show,Open - Not Contacted,Warm,16,3954301.96,0050017,False,,,,,2025-02-08 17:21:13,2025-03-24 17:21:13,False
00Q00011131,Laura,Yoder,"Shah, Bowman and Parker",Director,laura.yoder@oneal.com,7006718666,25183 Amanda Ferry Apt. 718,West Melissa,OH,77897,USA,Manufacturing,Trade Show,Open - Not Contacted,Cold,7,310944.05,0050009,False,,,,,2025-09-11 17:21:13,2025-11-19 17:21:13,False
00Q00011132,Jennifer,Wilcox,Mitchell-Martin,Senior Manager,jennifer.wilcox@wade-coleman.info,(538)868-1029x0159,666 Dennis Street,Julieview,CT,88298,USA,Retail,Partner Referral,Open - Not Contacted,Warm,3,126846.27,0050016,False,,,,,2025-04-17 17:21:13,2025-08-02 17:21:13,False
00Q00011133,Margaret,Williamson,Bradford Group,VP,margaret.williamson@smith.com,+1-312-344-9295,4394 Medina Keys Apt. 506,Brooksville,MS,98862,USA,Healthcare,Purchased List,Working - Contacted,Warm,43,76967.6,0050013,False,,,,,2025-04-23 17:21:13,2025-10-02 17:21:13,False
00Q00011134,Mark,Woods,"Horn, Russell and Baker",Manager,mark.woods@miranda.biz,(914)533-4610,415 Jackson Rest,Danielstad,AL,88109,USA,Retail,Webinar,Closed - Not Converted,Warm,29,7985173.4,0050013,False,,,,,2024-11-18 17:21:13,2025-01-20 17:21:13,False
00Q00011135,Daniel,Page,"Torres, York and Tyler",VP,daniel.page@pope-carrillo.com,428-413-4533x726,704 Misty Forks,South Jacobborough,WA,85593,USA,Energy,Web,Working - Contacted,Hot,9,18974829.38,0050003,False,,,,,2025-08-08 17:21:13,2025-12-22 17:21:13,False
00Q00011136,Christian,Lee,Cox-Schmitt,Analyst,christian.lee@jackson-davis.net,433-843-7098,249 Hogan Manor,Lake Rebeccaland,MH,99913,USA,Technology,Phone Inquiry,Closed - Converted,Cold,197,606193.5,0050017,True,2025-04-28,00100010668,00300012420,00600011385,2025-03-23 17:21:13,2025-04-28 17:21:13,False
00Q00011137,Johnny,Jones,"Thomas, Becker and Smith",Analyst,johnny.jones@johnson.info,949.779.1455,8795 Heather Trace,Leonview,CO,36123,USA,Financial Services,Phone Inquiry,Closed - Not Converted,Cold,24,1066394.74,0050009,False,,,,,2025-03-19 17:21:13,2025-07-03 17:21:13,False
00Q00011138,Kelly,Miller,Steele Ltd,Analyst,kelly.miller@foster.com,293.355.3082,362 Jillian Causeway,Lake Nicoleshire,TN,87311,USA,Manufacturing,Partner Referral,Closed - Not Converted,Warm,5,221886.88,0050010,False,,,,,2025-03-29 17:21:13,2025-07-25 17:21:13,False
00Q00011139,Kristen,Riggs,"Barron, Stone and Johnson",Senior Manager,kristen.riggs@griffin.org,(623)876-8900,32696 Virginia Fords,Danieltown,MO,87245,USA,Technology,Web,Working - Contacted,Hot,2569,4797679.01,0050005,False,,,,,2025-02-02 17:21:13,2025-07-27 17:21:13,False
00Q00011140,Tammy,Lyons,Neal-Cooper,Director,tammy.lyons@taylor-murray.info,(297)916-8862,64469 Sullivan Hills Suite 740,Haletown,ND,54002,USA,Retail,Employee Referral,Closed - Converted,Cold,103,274911.18,0050003,True,2025-05-02,00100010270,00300011009,00600010043,2025-04-22 17:21:13,2025-08-14 17:21:13,False
00Q00011141,Janet,Hernandez,"Ryan, Tran and Meadows",Manager,janet.hernandez@henry.net,001-317-794-1491x95257,400 Carol Corners Suite 573,Jessicastad,MI,09885,USA,Healthcare,Employee Referral,Closed - Converted,Warm,30,4096494.18,0050017,True,2025-08-19,00100010720,00300011559,00600011657,2025-08-11 17:21:13,2025-12-22 17:21:13,False
00Q00011142,Thomas,Oneal,"Singh, Keller and Peters",Senior Manager,thomas.oneal@vincent.info,621.678.9767x796,9408 Bird Squares Apt. 808,East Jamesmouth,MP,56362,USA,Technology,Phone Inquiry,Working - Contacted,Cold,18,860736.81,0050010,False,,,,,2025-09-19 17:21:13,2025-10-11 17:21:13,False
00Q00011143,Susan,Williams,Campbell and Sons,Senior Manager,susan.williams@lee.org,384.793.7969x67560,1355 Ramirez Mall,South Jackton,MO,37082,USA,Technology,Web,Working - Contacted,Cold,77,3399590.89,0050017,False,,,,,2025-05-04 17:21:13,2025-07-24 17:21:13,False
00Q00011144,Ricardo,Rosales,Kerr Ltd,Director,ricardo.rosales@lawrence.biz,(895)230-7953x526,350 Rhodes River Apt. 132,North Jesse,KS,41171,USA,Financial Services,Webinar,Open - Not Contacted,Hot,469,2254815.32,0050019,False,,,,,2025-04-02 17:21:13,2025-05-15 17:21:13,False
00Q00011145,Kathy,Higgins,"Smith, Nelson and Young",Director,kathy.higgins@mills.com,+1-424-885-9239x402,2811 Lloyd Place Apt. 786,Melissamouth,ID,93454,USA,Retail,Purchased List,Closed - Converted,Warm,18,1336919.89,0050015,True,2025-03-30,00100010768,00300012609,00600010034,2025-03-16 17:21:13,2025-06-25 17:21:13,False
00Q00011146,Steven,Lester,Day-Burton,Manager,steven.lester@perez.com,796.628.4544x659,5508 Moore Cove Suite 044,Joyceburgh,MP,97141,USA,Telecommunications,Purchased List,Working - Contacted,Cold,28,5480323.6,0050008,False,,,,,2025-10-06 17:21:13,2026-03-25 17:21:13,False
00Q00011147,Casey,Small,Williams-Gamble,Manager,casey.small@vargas.com,819.271.0510,15748 Amanda Burg,Lake Andrewmouth,MA,33943,USA,Telecommunications,Web,Working - Contacted,Warm,148,4107959.64,0050016,False,,,,,2024-11-30 17:21:13,2025-01-08 17:21:13,False
00Q00011148,Jonathan,Scott,Davis-Mcmillan,Analyst,jonathan.scott@alexander-king.biz,001-756-808-0091x9372,813 Carlson Mountains Suite 025,Nicolechester,AK,37336,USA,Healthcare,Purchased List,Working - Contacted,Cold,95,412000.06,0050017,False,,,,,2025-01-03 17:21:13,2025-01-18 17:21:13,False
00Q00011149,Christopher,Guerrero,Houston Group,Senior Manager,christopher.guerrero@fowler-gonzales.info,(896)937-1629,7351 Osborne Summit,Lindseyberg,WY,55148,USA,Retail,Web,Closed - Converted,Warm,7,3474228.66,0050009,True,2025-02-16,00100010423,00300012838,00600010646,2024-12-05 17:21:13,2025-02-19 17:21:13,False
00Q00011150,Tim,Blake,Beasley PLC,Analyst,tim.blake@horn-gaines.com,863.757.4901x6268,123 Sanchez Courts Suite 214,Amychester,AZ,95804,USA,Telecommunications,Webinar,Closed - Converted,Warm,15,132448447.53,0050008,True,2025-05-21,00100010655,00300012720,00600011624,2025-03-24 17:21:13,2025-09-15 17:21:13,False
00Q00011151,Nicole,Moreno,Mcdonald LLC,Manager,nicole.moreno@pugh.com,868-304-8629,76633 Bryan Corners,Port Tiffanyport,ME,57423,USA,Manufacturing,Phone Inquiry,Closed - Converted,Cold,464,922738.93,0050018,True,2025-01-16,00100010260,00300011262,00600010935,2024-10-31 17:21:13,2025-01-17 17:21:13,False
00Q00011152,Jessica,Campbell,Buck-Davis,VP,jessica.campbell@pacheco.org,(981)901-8893x6684,600 Lisa Extensions,East Alexandra,CO,99235,USA,Healthcare,Purchased List,Open - Not Contacted,Hot,448,85174149.2,0050016,False,,,,,2025-05-17 17:21:13,2025-08-14 17:21:13,False
00Q00011153,Evan,Pearson,"Smith, Schroeder and Ruiz",VP,evan.pearson@miller-bennett.com,623-663-8139,138 Joseph Place Apt. 271,Port Cathy,WI,45219,USA,Energy,Employee Referral,Closed - Converted,Warm,452,9255.02,0050010,True,2025-12-01,00100010074,00300012022,00600011113,2025-10-20 17:21:13,2026-03-05 17:21:13,False
